Timestamp,Arbitration_ID,DLC,Data,Class
0.20776399999999998,483,8,13 00 00 00 00 00 00 00,Normal
0.2079984,420,8,A0 1E 00 C8 FC 4F 6A 00,Normal
0.20823670000000002,421,8,FE 07 00 FF E3 7F 00 70,Normal
0.2084828,50A,8,0A 00 00 00 00 00 00 00,Normal
0.2087328,389,8,00 00 00 20 00 00 E0 00,Normal
0.209285525,130,8,F0 7F A8 7E 00 00 04 E5,Normal
0.209523825,140,8,E0 80 00 6E 20 00 04 D5,Normal
0.209758225,495,8,00 00 6E 3A 5D 02 7D 4C,Normal
0.210669275,500,8,01 06 00 00 00 00 09 76,Normal
0.210835425,164,4,00 08 1A B4,Normal
0.211077625,490,8,00 00 08 21 00 00 3C 7C,Normal
0.211321775,386,8,00 00 00 80 00 40 00 80,Normal
0.21214215,340,8,00 00 00 24 76 01 45 30,Normal
0.2127802,260,8,06 18 02 30 00 C8 5F 13,Normal
0.21327055,48A,8,00 00 01 41 02 03 20 39,Normal
0.2135025,329,8,0F 9B 81 8C 31 2A 00 10,Normal
0.21374325,251,8,01 04 A4 79 00 00 08 80,Normal
0.213943025,2B0,6,78 FF 00 07 C4 C9,Normal
0.214183275,381,8,80 08 40 00 00 53 DD 05,Normal
0.214429375,58B,8,11 00 00 00 00 00 00 00,Normal
0.215529575,356,8,00 00 00 80 10 00 00 00,Normal
0.2157518,366,7,17 7E 0D 18 14 00 01,Normal
0.21599205,153,8,20 80 10 FF 00 FF B0 5E,Normal
0.21622645,220,8,CF 43 83 00 00 F3 0F 1E,Normal
0.21647255,367,8,00 00 00 00 00 00 02 0D,Normal
0.21671865,368,8,00 00 00 00 00 7E 0D 40,Normal
0.216891125,436,4,00 00 00 00,Normal
0.217135275,391,8,00 00 00 00 00 00 05 6A,Normal
0.217381375,47F,8,00 26 FF FA 00 78 00 40,Normal
0.217551925,4F1,4,00 00 60 01,Normal
0.21924929999999998,130,8,F8 7F A8 7E 00 00 05 2A,Normal
0.21948760000000003,140,8,DC 80 00 6E 20 00 05 A5,Normal
0.220325525,361,8,03 00 00 00 02 0F 77 02,Normal
0.220577975,4F4,8,00 00 00 00 00 00 00 00,Normal
0.22086599999999998,394,8,00 20 00 00 FF 83 14 F8,Normal
0.22103409999999998,164,4,00 08 1C FA,Normal
0.221394275,387,8,82 4D 5E 55 00 88 06 00,Normal
0.222144925,340,8,00 00 00 24 86 01 CD 30,Normal
0.222790775,260,8,06 18 02 30 00 C8 5F 22,Normal
0.22346735,329,8,4A 9B 81 8C 31 2A 00 10,Normal
0.2237154,251,8,01 04 A5 9C 00 01 08 80,Normal
0.223915675,2B0,6,78 FF 00 07 D5 19,Normal
0.225177725,356,8,00 00 00 80 10 00 00 00,Normal
0.225396025,366,7,17 72 0D 18 14 00 01,Normal
0.225644075,367,8,00 00 00 00 00 00 00 0D,Normal
0.225884325,153,8,20 80 10 FF 00 FF C0 6E,Normal
0.226116775,220,8,D3 43 83 00 00 F7 0F 26,Normal
0.226362875,368,8,00 00 00 00 00 7E 0D 40,Normal
0.226599225,470,8,15 41 01 04 54 50 54 FD,Normal
0.226779025,453,5,00 4D 51 00 57,Normal
0.227039275,568,8,00 00 00 8F 80 00 00 00,Normal
0.227513525,38D,8,00 00 49 00 88 7F FE 15,Normal
0.227745975,420,8,B0 1E 00 C8 FC 4F 6A 00,Normal
0.227981825,421,8,FE 07 00 FF E3 7F 00 61,Normal
0.228225975,389,8,00 00 00 20 00 00 D1 00,Normal
0.22927110000000003,130,8,F8 7F 94 7E 00 00 06 E0,Normal
0.22950745,140,8,C4 80 00 6E 20 00 06 E9,Normal
0.23083579999999998,164,4,00 08 1E C0,Normal
0.2312101,386,8,00 40 00 80 00 40 00 80,Normal
0.2322284,340,8,00 00 00 24 96 01 D5 30,Normal
0.23279429999999998,260,8,06 18 02 30 00 C8 61 3E,Normal
0.233468925,329,8,4A 9B 81 8C 31 2A 00 10,Normal
0.23372135,381,8,80 08 40 00 00 54 24 05,Normal
0.2339616,251,8,01 04 A6 22 00 01 08 80,Normal
0.23416335,2B0,6,78 FF 00 07 E6 74,Normal
0.2350315,356,8,00 00 00 80 10 00 00 00,Normal
0.23525175,366,7,18 6E 0D 18 14 00 01,Normal
0.23549835,367,8,00 00 00 00 00 00 06 0D,Normal
0.23574250000000002,368,8,00 00 00 00 00 72 0D 40,Normal
0.23598470000000002,153,8,20 80 10 FF 00 FF D0 7E,Normal
0.23621860000000003,220,8,D3 43 83 00 00 FB 0F 3A,Normal
0.23646715,47F,8,00 27 FF FA 00 78 00 06,Normal
0.236963325,391,8,00 00 00 00 00 00 06 4D,Normal
0.237129475,4F1,4,20 00 60 11,Normal
0.2373634,50C,8,C0 12 00 A3 05 10 80 02,Normal
0.23926505,130,8,04 80 A0 7E 00 00 07 7C,Normal
0.23950335,140,8,C4 80 00 6E 20 00 07 F4,Normal
0.240325675,361,8,03 00 00 00 02 00 D4 02,Normal
0.240873525,394,8,00 40 00 00 FF 83 12 F8,Normal
0.241044075,164,4,00 08 00 AB,Normal
0.241394,387,8,82 4D 5E 55 00 89 07 00,Normal
0.242154425,340,8,00 00 00 24 A6 01 FD 30,Normal
0.242326425,485,4,02 00 00 00,Normal
0.242800675,260,8,06 18 02 30 00 C8 61 01,Normal
0.2434748,329,8,4A 9B 81 8C 31 2A 00 10,Normal
0.243719425,251,8,01 04 A7 C7 00 00 08 80,Normal
0.24392165,2B0,6,78 FF 00 07 F7 A4,Normal
0.24416385,492,8,40 FE 0F 00 00 00 00 C4,Normal
0.245302075,356,8,00 00 00 80 10 00 00 00,Normal
0.24552235,366,7,18 6E 0D 18 14 00 01,Normal
0.24576845,367,8,00 00 00 00 00 00 0A 0D,Normal
0.2460087,153,8,20 80 10 FF 00 FF E0 8E,Normal
0.24624505,220,8,D1 E3 82 00 00 FB 0F 49,Normal
0.24649115,368,8,00 00 00 00 00 6E 0D 40,Normal
0.24672945,470,8,15 41 05 04 54 50 54 41,Normal
0.2469073,453,5,00 4D 51 00 47,Normal
0.24752145,38D,8,00 00 49 00 90 7F FE 01,Normal
0.2477578,420,8,C0 1E 00 C8 FC 4F 6A 00,Normal
0.24799415,421,8,FE 07 00 FF E3 7F 00 52,Normal
0.24823635,389,8,00 00 00 20 00 00 C2 00,Normal
0.24928975,130,8,F0 7F B0 7E 00 00 08 E0,Normal
0.24953195,140,8,D0 80 00 6E 20 00 08 9F,Normal
0.2508179,164,4,00 08 02 91,Normal
0.25119805,386,8,00 80 00 80 00 40 00 80,Normal
0.2521486,340,8,00 00 00 24 B6 01 E5 30,Normal
0.25278470000000003,260,8,06 18 02 30 00 C8 61 10,Normal
0.25346125,329,8,4A 9B 81 8C 31 2A 00 10,Normal
0.25372345,381,8,80 00 40 00 00 55 62 05,Normal
0.2539637,251,8,01 04 A8 34 00 01 08 80,Normal
0.254163975,2B0,6,78 FF 00 07 08 60,Normal
0.2550677,356,8,00 00 00 80 10 00 00 00,Normal
0.255287975,366,7,18 62 0D 18 14 00 01,Normal
0.2555326,367,8,00 00 00 00 00 00 0B 0D,Normal
0.2557787,368,8,00 00 00 00 00 6E 0D 40,Normal
0.25601895,153,8,20 80 10 FF 00 FF 00 AE,Normal
0.25625529999999996,220,8,D2 E3 82 00 00 01 10 51,Normal
0.2565053,479,8,38 00 00 00 00 00 00 00,Normal
0.25674945,47F,8,00 28 FF FA 00 78 00 C3,Normal
0.2569936,391,8,00 00 00 00 00 00 07 50,Normal
0.25715975,4F1,4,20 00 60 21,Normal
0.2592798,130,8,FC 7F A8 7E 00 00 09 DF,Normal
0.25951615,140,8,F0 80 00 6E 20 00 09 ED,Normal
0.2603263,361,8,03 00 00 00 02 01 98 02,Normal
0.260830275,490,8,00 00 08 21 00 10 3C C8,Normal
0.261072475,394,8,00 60 00 00 FF 83 10 F8,Normal
0.261240575,164,4,00 08 04 DF,Normal
0.26147255,387,8,82 4D 5E 55 00 8A 08 00,Normal
0.2622354,340,8,00 00 00 24 C6 01 AD 30,Normal
0.2624776,484,8,18 13 FC 3E 00 13 FC 3E,Normal
0.26278365,260,8,06 18 02 30 00 C8 61 2F,Normal
0.263299825,48A,8,00 00 21 41 02 03 20 F8,Normal
0.26352790000000004,329,8,4A 9B 81 8C 31 2A 00 10,Normal
0.2637662,251,8,01 04 A9 D1 00 00 08 80,Normal
0.263968425,2B0,6,78 FF 00 07 19 B0,Normal
0.264214525,58B,8,11 00 00 00 00 00 00 00,Normal
0.265072925,48C,8,4C 20 02 00 00 00 00 00,Normal
0.265320975,356,8,00 00 00 80 10 00 00 00,Normal
0.265541225,366,7,18 62 0D 18 14 00 01,Normal
0.265787325,367,8,00 00 00 00 00 00 05 0D,Normal
0.266025625,153,8,20 80 10 FF 00 FF 10 BE,Normal
0.266260025,220,8,D4 03 83 00 00 F7 0F 69,Normal
0.266504175,368,8,00 00 00 00 00 62 0D 40,Normal
0.266676175,436,4,00 00 00 00,Normal
0.266854525,453,5,00 4D 51 00 B7,Normal
0.267090875,470,8,15 01 04 04 54 50 54 45,Normal
0.267335025,541,8,03 00 21 00 00 00 00 04,Normal
0.267573325,38D,8,00 00 49 00 98 7F FE 0D,Normal
0.267805275,420,8,D0 1E 00 C8 FC 4F 6A 00,Normal
0.268045525,421,8,FE 07 00 FF E3 7F 00 43,Normal
0.268287725,389,8,00 00 00 20 00 00 B3 00,Normal
0.269300675,130,8,F8 7F 88 7E 00 00 0A 50,Normal
0.269538975,140,8,E8 80 00 6E 20 00 0A A1,Normal
0.27035545,4F4,8,00 00 00 00 00 00 00 00,Normal
0.27083359999999995,164,4,00 08 06 E5,Normal
0.271203525,386,8,00 C0 00 80 00 40 00 80,Normal
0.27215405,340,8,00 00 00 24 D6 01 B5 30,Normal
0.27278625,260,8,06 18 02 30 00 C8 63 3C,Normal
0.273462325,329,8,4A 9B 81 8C 31 2A 00 10,Normal
0.27375085,381,8,80 00 40 00 00 56 B6 05,Normal
0.273995,251,8,00 04 AA 14 00 00 F8 7F,Normal
0.274192825,2B0,6,78 FF 00 07 2A DD,Normal
0.27519699999999997,356,8,00 00 00 80 10 00 00 00,Normal
0.27541725,366,7,19 60 0D 18 14 00 01,Normal
0.2756658,367,8,00 00 00 00 00 00 00 0D,Normal
0.27590555,153,8,20 80 10 FF 00 FF 20 CE,Normal
0.2761458,220,8,D3 83 83 00 00 FD 0F 7C,Normal
