Timestamp,Arbitration_ID,DLC,Data,Class
8113.678242999999,356,8,00 00 00 80 13 00 00 00,Normal
8113.678461,366,7,1b 62 0a 1c 16 00 01,Normal
8113.678712,367,8,00 00 00 00 00 00 0f 0a,Normal
8113.6789579999995,368,8,00 00 00 00 00 62 0a 40,Normal
8113.679198,153,8,20 80 10 ff 00 ff 40 ee,Normal
8113.679432,220,8,cd e3 83 00 00 f5 0f 8e,Normal
8113.679668,38d,8,00 00 09 00 b8 7f fe a2,Normal
8113.679905,420,8,10 1e 00 c8 fc 4f 6a 00,Normal
8113.680144999999,251,8,f9 03 64 da 00 fb 07 80,Normal
8113.680342999999,2b0,6,76 ff 00 07 24 6d,Normal
8113.6805810000005,421,8,fe 07 00 ff e3 7f 00 07,Normal
8113.680825,389,8,00 00 00 10 00 00 87 00,Normal
8113.681004,453,5,00 4d 53 00 a5,Normal
8113.681238,470,8,15 01 04 04 54 50 54 b5,Normal
8113.681484,48c,8,4c 20 02 00 00 00 00 00,Normal
8113.6817360000005,559,8,00 00 00 00 00 00 00 00,Normal
8113.6819829999995,58b,8,11 00 00 00 00 00 00 00,Normal
8113.6822170000005,260,8,05 1c 00 30 00 c2 4d 0c,Normal
8113.6830310000005,329,8,4a bb 81 8c 31 2a 00 10,Normal
8113.684122000001,130,8,08 80 90 7e 00 00 09 4e,Normal
8113.6843610000005,140,8,f0 80 00 78 20 00 09 a1,Normal
8113.684529,164,4,00 08 1c fa,Normal
8113.684767000001,340,8,04 00 00 24 96 01 26 11,Normal
8113.685011,386,8,00 c0 00 40 00 40 00 80,Normal
8113.685183999999,485,4,02 00 00 00,Normal
8113.685426,492,8,40 fe 0f 00 00 00 00 c4,Normal
8113.6862599999995,43,8,0c 00 00 02 20 00 00 30,Normal
8113.688292000001,356,8,00 00 00 80 13 00 00 00,Normal
8113.688512,366,7,1b 5e 0a 1c 16 00 01,Normal
8113.688757,367,8,00 00 00 00 00 00 1c 0a,Normal
8113.6890029999995,368,8,00 00 00 00 00 62 0a 40,Normal
8113.689241,153,8,20 80 10 ff 00 ff 50 fe,Normal
8113.689474999999,220,8,cd 43 83 00 00 01 10 9d,Normal
8113.689717,410,8,60 12 64 00 01 00 00 20,Normal
8113.68989,436,4,00 00 00 00,Normal
8113.690127999999,251,8,f9 03 65 b0 00 fb 07 80,Normal
8113.690326,2b0,6,76 ff 00 07 35 bd,Normal
8113.6905639999995,381,8,80 d8 3f 00 00 b3 a3 05,Normal
8113.690807,47f,8,00 21 ff fa 00 78 00 8f,Normal
8113.691561000001,260,8,05 1c 00 30 00 c2 4d 1b,Normal
