Timestamp,Arbitration_ID,DLC,Data,Class
0.089824,2B0,6,F9 FF 00 07 98 C2,Normal
0.0904679,260,8,05 16 0A 30 03 BE 5B 29,Normal
0.0908666,47F,8,00 89 FF FA 00 78 00 0D,Normal
0.0911044,153,8,20 80 10 FF 00 FF 50 FE,Normal
0.0913388,220,8,DD 43 7F 00 00 F7 0F 9C,Normal
0.09253065,329,8,D6 BC 80 8C 31 29 00 10,Normal
0.09517135,356,8,00 00 00 80 0C 00 00 00,Normal
0.095389175,366,7,16 52 0A 16 14 00 01,Normal
0.095631875,367,8,00 00 00 00 00 00 1D 0A,Normal
0.095876025,368,8,00 00 00 00 00 52 0A 40,Normal
0.096046075,164,4,00 08 10 66,Normal
0.096286325,394,8,00 A0 08 00 FF 9B 1B F8,Normal
0.096524625,490,8,00 00 08 21 00 50 3C 22,Normal
0.096762925,130,8,EC 7F 00 7F 00 00 09 6E,Normal
0.096997325,140,8,E4 7F 00 76 20 00 09 8D,Normal
0.097235625,340,8,04 00 00 24 76 01 B6 11,Normal
0.097475375,38D,8,00 00 09 00 90 7F FE 9E,Normal
0.097711725,420,8,D0 1E 80 C8 FC 4F 6A 00,Normal
0.097955875,391,8,00 00 00 00 00 00 0B CC,Normal
0.098192225,421,8,FE 07 00 FF E3 7F 00 52,Normal
0.098434425,361,8,02 00 00 00 02 0C FE 02,Normal
0.098678575,389,8,00 00 00 30 00 00 B2 00,Normal
0.098851075,485,4,02 00 00 00,Normal
0.099084975,495,8,00 00 6E 3A 5D 02 7D 4C,Normal
0.099333525,4C9,8,00 00 00 00 00 00 00 00,Normal
0.099571825,251,8,0E 04 19 01 00 0B 08 80,Normal
0.0997721,2B0,6,FA FF 00 07 B9 E6,Normal
0.100006,387,8,10 2B F5 B9 00 EC 03 00,Normal
0.10017655,4F1,4,00 00 60 C1,Normal
0.1004246,500,8,01 06 00 00 08 00 06 C1,Normal
0.10066045,260,8,05 16 0A 30 03 BE 5B 38,Normal
0.10089875,220,8,DD 43 7F 00 00 F5 0F AA,Normal
0.10113705,153,8,20 80 10 FF 00 FF 60 0E,Normal
0.102605325,329,8,D6 BC 80 8C 31 29 00 10,Normal
0.1055356,356,8,00 00 00 80 0C 00 00 00,Normal
0.1057539,366,7,16 52 0A 16 14 00 01,Normal
0.10592005,164,4,00 08 12 5C,Normal
0.10616225,367,8,00 00 00 00 00 00 1B 0A,Normal
0.10640639999999998,368,8,00 00 00 00 00 52 0A 40,Normal
0.1066491,130,8,F0 7F E0 7E 00 00 0A AB,Normal
0.10688740000000001,140,8,D4 7F 00 76 20 00 0A 7C,Normal
0.10713155,386,8,00 40 00 C0 00 40 00 80,Normal
0.1073718,340,8,04 00 00 24 86 01 3E 11,Normal
0.10761400000000002,42D,8,00 00 00 00 00 D0 07 FA,Normal
0.107792325,453,5,00 5E 6F 00 9A,Normal
0.10802819999999999,470,8,15 41 01 04 50 50 54 8D,Normal
0.108276725,53E,8,00 00 00 00 08 84 00 00,Normal
0.108520875,544,8,00 50 D0 2C 00 00 00 00,Normal
0.108765525,553,8,00 00 09 02 01 00 80 00,Normal
0.10942795,381,8,80 48 40 00 00 8E 21 05,Normal
0.10966379999999999,251,8,0D 04 1A D7 00 0A 08 80,Normal
0.109866025,2B0,6,FA FF 00 07 8A 8B,Normal
0.11064205,260,8,05 16 0A 30 03 BE 5B 0B,Normal
0.11088035,153,8,20 80 10 FF 00 FF 70 1E,Normal
0.11111475,220,8,DE 63 7F 00 00 F5 0F BD,Normal
0.11135695,47F,8,00 8A FF FA 00 78 00 C7,Normal
0.11268675,329,8,D6 BC 80 8C 31 29 00 10,Normal
0.115227025,356,8,00 00 00 80 09 00 00 00,Normal
0.11544535,366,7,16 4E 0A 16 14 00 01,Normal
0.11568755,367,8,00 00 00 00 00 00 1D 0A,Normal
0.115856125,164,4,00 08 14 12,Normal
0.116100275,368,8,00 00 00 00 00 52 0A 40,Normal
0.116342475,394,8,00 C0 08 00 FF 9B 19 F8,Normal
0.116582725,130,8,E8 7F F0 7E 00 00 0B 33,Normal
0.116822975,140,8,F0 7F 00 76 20 00 0B 67,Normal
0.117059325,387,8,10 2B F5 B9 00 ED 04 00,Normal
0.117297625,340,8,04 00 00 24 96 01 26 11,Normal
0.1175335,38D,8,00 00 09 00 98 7F FE 92,Normal
0.117780075,391,8,00 00 00 00 00 00 0C 9F,Normal
0.11801400000000001,420,8,E0 1E 80 C8 FC 4F 6A 00,Normal
0.11825425,421,8,FE 07 00 FF E3 7F 00 43,Normal
0.118496925,361,8,02 00 00 00 02 0D B2 02,Normal
0.118739125,389,8,00 00 00 30 00 00 A3 00,Normal
0.118987175,44E,8,00 00 00 00 00 00 00 00,Normal
0.119221575,484,8,04 E6 D2 62 00 7E 49 4C,Normal
0.1194555,251,8,0C 04 1B 6C 00 09 08 80,Normal
0.119657725,2B0,6,FA FF 00 07 9B 5B,Normal
0.11991015,49F,8,7C 00 00 00 00 00 00 00,Normal
0.12007435,4F1,4,20 00 60 D1,Normal
0.1203263,520,8,00 00 00 00 00 00 00 00,Normal
0.12056265,260,8,05 16 0A 30 03 BE 5B 1A,Normal
0.12081265,572,8,00 00 00 00 00 00 00 00,Normal
0.12105095,153,8,20 80 10 FF 00 FF 80 2E,Normal
0.1212873,220,8,DA 23 7F 00 00 F7 0F CB,Normal
0.122585425,329,8,D6 BC 80 8C 31 29 00 10,Normal
0.125111575,356,8,00 00 00 80 09 00 00 00,Normal
0.125329875,366,7,16 4E 0A 16 14 00 01,Normal
0.125575975,367,8,00 00 00 00 00 00 16 0A,Normal
0.125820625,368,8,00 00 00 00 00 4E 0A 40,Normal
0.125986775,164,4,00 08 16 28,Normal
0.126164625,453,5,00 5E 6E 00 8B,Normal
0.12640925,386,8,00 80 00 C0 00 40 00 80,Normal
0.12664755,130,8,FC 7F 08 7F 00 00 0C C9,Normal
0.1268839,140,8,F0 7F 00 76 20 00 0C 34,Normal
0.12712025,470,8,15 41 05 04 54 50 54 51,Normal
0.12735660000000001,340,8,04 00 00 24 A6 01 0E 11,Normal
0.12760855,559,8,00 00 00 00 00 00 00 00,Normal
0.1293854,381,8,80 50 40 00 00 8F 73 05,Normal
0.129621275,251,8,0D 04 1C 02 00 0A 18 80,Normal
0.12982349999999998,2B0,6,FA FF 00 07 EC 51,Normal
0.13046545,260,8,05 16 0A 30 03 BE 5D 27,Normal
0.13084415,47F,8,00 8B FF FA 00 78 00 81,Normal
0.13108440000000002,153,8,20 80 10 FF 00 FF 90 3E,Normal
