Timestamp,Arbitration_ID,DLC,Data,Class
0.196635,260,8,05 17 0B 30 00 BE 5D 0A,Normal
0.197331075,329,8,0F B6 81 8C 31 28 00 10,Normal
0.1975757,220,8,CE A3 82 00 00 FB 0F D4,Normal
0.197815475,153,8,20 80 10 FF 00 FF 90 3E,Normal
0.198051825,251,8,02 04 C3 F0 00 01 18 80,Normal
0.19825405,2B0,6,76 FF 00 07 53 67,Normal
0.19849235,381,8,80 08 40 00 00 62 50 05,Normal
0.19873455,47F,8,00 BC FF FA 00 78 00 72,Normal
0.1991186,356,8,00 00 00 80 09 00 00 00,Normal
0.199334975,366,7,17 52 0A 17 12 00 01,Normal
0.199581075,367,8,00 00 00 00 00 00 F0 09,Normal
0.199825225,368,8,00 00 00 00 00 52 0A 40,Normal
0.200063525,470,8,15 41 01 04 50 50 54 41,Normal
0.2002438,453,5,00 4D 51 00 27,Normal
0.20057815,130,8,08 80 78 7E 00 00 07 E2,Normal
0.2008184,140,8,E0 80 00 77 20 00 07 D6,Normal
0.201790875,340,8,00 00 00 24 C6 01 AD 30,Normal
0.2025971,394,8,00 00 00 00 FF 83 16 F8,Normal
0.20276325,164,4,00 08 12 5C,Normal
0.2031132,387,8,B9 4F 93 63 00 03 05 00,Normal
0.206635775,260,8,05 17 0B 30 00 BE 5D 19,Normal
0.2073299,329,8,0F B6 81 8C 31 28 00 10,Normal
0.20756820000000004,153,8,20 80 10 FF 00 FF A0 4E,Normal
0.20780210000000002,220,8,CC C3 82 00 00 01 10 EB,Normal
0.20803649999999999,251,8,02 04 C4 4F 00 01 08 80,Normal
0.208234825,2B0,6,76 FF 00 07 24 6D,Normal
0.208478975,356,8,00 00 00 80 09 00 00 00,Normal
0.2086973,366,7,17 50 0A 17 12 00 01,Normal
0.2089395,367,8,00 00 00 00 00 00 ED 09,Normal
0.20918365,368,8,00 00 00 00 00 52 0A 40,Normal
0.20942975,391,8,00 00 00 00 00 00 0D 82,Normal
0.20959589999999997,4F1,4,20 00 60 71,Normal
0.209768375,507,4,00 00 00 01,Normal
0.210020325,520,8,00 00 00 00 00 00 00 00,Normal
0.21032055,361,8,03 00 00 00 02 05 B5 02,Normal
0.210596875,130,8,E8 7F 80 7E 00 00 08 A4,Normal
0.210835175,140,8,E8 80 00 78 20 00 08 D7,Normal
0.211071525,38D,8,00 00 49 00 A8 7F FE 25,Normal
0.211319575,483,8,13 00 00 00 00 00 00 00,Normal
0.211553975,420,8,40 1E 00 C8 FC 4F 6A 00,Normal
0.211794225,340,8,00 00 00 24 D6 01 B5 30,Normal
0.212032525,421,8,FE 07 00 FF E3 7F 00 25,Normal
0.212266925,495,8,00 00 6E 3A 5D 02 7D 4C,Normal
0.212513025,500,8,01 06 00 00 00 00 0E 25,Normal
0.212681125,164,4,00 08 14 12,Normal
0.212925275,386,8,00 00 00 80 00 40 00 80,Normal
0.21316795,490,8,00 00 08 21 00 00 3C 7C,Normal
0.21341405,50A,8,0A 00 00 00 00 00 00 00,Normal
0.21365625,389,8,00 00 00 20 00 00 95 00,Normal
0.21664015,260,8,05 17 0B 30 00 BE 5D 28,Normal
0.217332325,329,8,0F B6 81 8C 31 28 00 10,Normal
