Timestamp,Arbitration_ID,DLC,Data,Class
0.5885279999999999,2B0,6,76 FF 00 07 CA 79,Normal
0.588768725,130,8,08 80 8C 7E 00 00 07 C4,Normal
0.589008975,140,8,EC 80 00 49 20 00 07 F7,Normal
0.589247275,153,8,20 80 10 FF 00 FF 50 FE,Normal
0.5894812,220,8,D3 A3 83 00 00 F7 0F E6,Normal
0.5897234,47F,8,00 B4 FF FA 00 78 00 78,Normal
0.59156215,340,8,04 00 00 24 56 01 86 11,Normal
0.59173415,485,4,02 00 00 00,Normal
0.592582325,260,8,07 1F 0A 30 FF D5 89 38,Normal
0.593276425,329,8,4A 6A 81 8C 31 2D 00 10,Normal
0.59363465,356,8,00 00 00 80 1B 00 00 00,Normal
0.593854925,366,7,20 2C 13 1F 16 00 01,Normal
0.594097125,367,8,00 00 00 00 00 00 21 12,Normal
0.594265225,164,4,00 08 18 8E,Normal
0.594511325,368,8,00 00 00 00 00 30 13 40,Normal
0.59475595,394,8,00 20 00 00 FF 83 14 F8,Normal
0.59493575,453,5,00 53 53 00 5A,Normal
0.5951681999999999,470,8,15 41 05 04 54 51 54 55,Normal
0.5954065,490,8,00 00 08 21 00 D0 3C EB,Normal
0.59565065,544,8,FF 77 FF FF 00 00 00 00,Normal
0.5958948000000001,553,8,00 00 08 00 01 00 80 00,Normal
0.59615115,387,8,07 00 00 00 00 0A 03 00,Normal
0.5980873999999999,251,8,01 04 2B A9 00 01 08 80,Normal
0.598287675,2B0,6,76 FF 00 07 DB A9,Normal
0.598559625,130,8,04 80 88 7E 00 00 08 71,Normal
0.598795975,140,8,EC 80 00 49 20 00 08 4C,Normal
0.599038175,220,8,D0 A3 83 00 00 03 10 F0,Normal
0.599276475,153,8,20 80 10 FF 00 FF 60 0E,Normal
0.600820775,361,8,02 00 00 00 02 05 E8 02,Normal
0.60119265,38D,8,00 00 09 00 98 7F FE 92,Normal
0.6014329,420,8,80 1E 00 C8 FC 4F 6A 00,Normal
0.6016712,340,8,04 00 00 24 66 01 AE 11,Normal
0.60191145,421,8,FE 07 00 FF E3 7F 00 43,Normal
0.6021556,389,8,00 00 00 10 00 00 C3 00,Normal
0.6023983,42D,8,00 00 00 00 00 D0 07 FA,Normal
0.6026322,260,8,07 1F 0A 30 FF D5 89 0B,Normal
0.60288075,53E,8,00 00 00 00 08 85 00 00,Normal
0.6032107,329,8,4A 6A 81 8C 31 2E 00 10,Normal
0.60373125,391,8,00 00 00 00 00 00 0B CC,Normal
0.603976875,356,8,00 00 00 80 1B 00 00 00,Normal
0.6041435,164,4,00 08 1A B4,Normal
0.604361325,366,7,20 22 13 1F 16 00 01,Normal
0.604605475,367,8,00 00 00 00 00 00 24 12,Normal
0.604852075,368,8,00 00 00 00 00 2C 13 40,Normal
0.605100125,44E,8,00 00 00 00 00 00 00 00,Normal
0.60526675,4F1,4,20 00 64 81,Normal
